cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
f77236240,f1602232,50.0,78945463,3.5,2.08,17049020,"FER-TIC TAC FRUTAS COMO TE GUSTA 14X14,5 G",10/07/2025,
f77236240 - FD,f3720233,50.0,7898024398806,44.99,29.12,17049020,"FER-TIC TAC FRUTAS COMO TE GUSTA 14X14,5 G",10/07/2025,
f77236241,f0803235,50.0,78945470,3.5,2.08,17049020,"FER-TIC TAC MORANGO 14X14,5 G",10/07/2025,
f77236241 - FD,f3720236,50.0,7898024398813,43.99,29.12,17049020,"FER-TIC TAC MORANGO 14X14,5 G",10/07/2025,
f24000,f286249,50.0,7891048040003,4.5,2.81,21023000,FERMENTO QUIMICO EM PO 100 G OETKER,08/29/2025,
f25064,f1571,50.0,7891048050644,2.2,1.33,21069029,GELATINA LIMAO 20 G OETKER,09/12/2025,
f25066,f4065,50.0,7891048050668,2.2,1.33,21069029,GELATINA MORANGO 20 G OETKER,09/12/2025,
fCL2020001,f286247,50.0,7896931614132,14.99,9.99,20096100,CPL-SUCO C. LARGO UVA INTEGRAL 900 ML,01/28/2025,
fCL1111213,f2020,50.0,7896931611346,20.25,10.98,22042100,CPL-C. LARGO TINTO SUAVE 750ML,03/21/2025,
fLN30004,f2862487,50.0,7896001281844,3.5,0.0,19042000,LIN-BARRA CEREAIS BANANA C/ AVEIA 3X20G,07/23/2024,3.0
fCA137277,f2092,50.0,7896036095041,5.99,3.81,20029000,CAR-EXTRATO DE TOMATE ELEFANTE LT 130GR,06/08/2025,
f62806,f1791,50.0,7896022200794,5.99,3.83,19021900,SEMOLA FURADINHO 5 500 G GALO,11/20/2024,
fCA141379,f2862444,50.0,7896036098981,1.99,1.2,21032010,CAR-MOLHO DE TOMATE POMODORO SACHE 300GR,6/28/2024,
fLN30204,f2862493,50.0,7896001281851,3.5,0.0,19042000,LIN-BARRA DE CEREAIS MORANGO COM IOGURTE DP 3X20G,07/23/2024,3.0
fSB1373796,f2216,50.0,7891040001316,4.2,2.09,68053090,SCB-ESPONJA SCOTCH BRITE MULTIUSO 10X1 UND,7/4/2024,10.0
fKC44004,f472417,50.0,7896018704916,16.99,11.22,33049990,KCB-CREME PREVENTIVO DE ASSADURAS HUGGIES SUPREME CARE 30GR,7/4/2024,
fMC81471,f279202378,50.0,7898962794142,8.2,5.42,48181000,MMC-PAPEL HIGIENICO MIMMO FOLHA DUPLA 30M C/4 UNDS,7/4/2024,
fRB52427,f554477,50.0,7891035524271,5.99,3.91,34025000,RCK-HARPIC PEDRA BOSQUE DE PINHO 20G,7/4/2024,
f25062,f4057,50.0,7891048050620,2.2,1.4,21069029,GELATINA CEREJA 20 G OETKER,06/30/2025,
f25068,f6559,50.0,7891048050682,2.2,1.33,21069029,GELATINA UVA 20 G OETKER,10/07/2025,
f25067,f154525,50.0,7891048050675,2.2,1.33,21069029,GELATINA TUTTI FRUTTI 20 G OETKER,10/07/2025,
f20010,f7137,50.0,7891048000106,26.5,17.61,18061000,CHOCOLATE EM PO 70% CACAU 200 G - OETKER,05/27/2025,
f20042,f2372432,50.0,7891048000427,28.99,19.08,18050000,CHOCOLATE CACAU EM PO 150 G - OETKER,06/30/2025,
f112008,f4395,50.0,80052760,8.99,5.99,19053200,FER-KINDER BUENO 2X30 UNDS,08/29/2025,
f112008 - FD,f3720230,50.0,8000500073698,269.99,179.70000000000002,19053200,FER-KINDER BUENO 2X30 UNDS,08/29/2025,
f112015,f72796,50.0,80761761,8.99,5.99,19053200,FER-KINDER BUENO WHITE 2X30 UNDS,08/29/2025,
f112015 - FD,f199202375,50.0,08000500121467,286.99,179.70000000000002,19053200,FER-KINDER BUENO WHITE 2X30 UNDS,08/29/2025,
f77213159,f2726,50.0,78602731,12.99,7.79,18069000,FER-KINDER JOY 1X16 UNDS,10/07/2025,16.0
fCL1111113,f688,50.0,7896931611353,17.99,11.89,22042100,CPL-C. LARGO TINTO SECO 750ML,11/20/2024,
fBI891992,f2631,50.0,070330638341,3.5,2.275,96131000,BIC-ISQUEIRO A GAS MINI J5 LV04/PG03,07/18/2025,4.0
fBI904421,f6095,50.0,070330729858,3.5,2.310833333333333,82121020,BIC-APAR DE BARBEAR INTENSITY 3 PRETO 12X2 UNDS,07/29/2024,24.0
f62105,f551,50.0,7896022200664,7.2,4.78,19021900,SEMOLA NINHO 2 500 G GALO,05/27/2025,
f60505,f72413,50.0,7896022200312,5.99,3.59,19021900,SEMOLA CONCHA 500 G GALO,05/27/2025,
fRA0020853,f6191,50.0,7896009728013,8.5,5.54,85061019,RAY-PILHA ALCALINA AA C/02 UNDS,09/16/2024,
fPF8303700,f2382495,50.0,7895144017020,62.2,37.49,17049020,PVM-CHUPA CHUPS SORTIDO C/50-PC 600GR,09/22/2025,
fPF2000007,f171,50.0,7895144028019,3.5,1.978,17049020,PVM-FRUITTELLA SWIRL MORANGO/CREME DP 10X15 UNDS,09/22/2025,
fPF2000007 - FD,f2382470,50.0,7895144228518,44.5,29.67,17049020,PVM-FRUITTELLA SWIRL MORANGO/CREME DP 10X15 UNDS,09/22/2025,
fPF2000023,f040103,50.0,f7895144025117,3.5,1.978,17049020,PVM-FRUITTELLA SWIRL CARAMELO DP 10X15 UNDS,09/22/2025,
